Handle,Name,Status,Address Line 1,Address Line 2,Postal/ZIP Code,City,State/Province/Region,Country,Phone,Email,Website,Image URL,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Page Title,Page Description,Meta Title,Meta Description,Latitude,Longitude,Priority,Name - FR,Page Title - FR,Page Description - FR,Name - ZH-CN,Page Title - ZH-CN,Page Description - ZH-CN,Name - ES,Page Title - ES,Page Description - ES, Tags,Custom Brands,Custom Brands - FR,Custom Brands - ZH-CN,Custom Brands - ES,Custom Button title 1,Custom Button title 1 - FR,Custom Button title 1 - ZH-CN,Custom Button title 1 - ES,Custom Button URL 1,Custom Button URL 1 - FR,Custom Button URL 1 - ZH-CN,Custom Button URL 1 - ES,Custom Button title 2,Custom Button title 2 - FR,Custom Button title 2 - ZH-CN,Custom Button title 2 - ES,Custom Button URL 2,Custom Button URL 2 - FR,Custom Button URL 2 - ZH-CN,Custom Button URL 2 - ES
bandiera-jewellers-yorkville,BANDIERA JEWELLERS YORKVILLE,TRUE,123 YORKVILLE AVE,"",M5R 1C4,Toronto,Ontario,Canada,(+1) 416-642-8806,inquiry@bandierajewellers.com,https://www.bandierajewellers.com/?utm_source=WatchDNA.com&utm_medium=Store+locator,,,,,,,,,BANDIERA JEWELLERS YORKVILLE,"",BANDIERA JEWELLERS YORKVILLE,"",43.6706202,-79.393237,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>, <a href=""https://watchdna.com/blogs/history/TUDOR"">TUDOR</A>, <a href=""https://watchdna.com/blogs/history/BAUME-MERCIER"">BAUME ET MERCIER</A>, <a href=""https://watchdna.com/blogs/history/BREITLING"">BREITLING</A>, <a href=""https://watchdna.com/blogs/history/BREMONT"">BREMONT</A>, <a href=""https://watchdna.com/blogs/history/BULGARI"">BULGARI</A>, CZAPEK & CIE, GRAHAM OF LONDON, <a href=""https://watchdna.com/blogs/history/GRAND-SEIKO"">GRAND SEIKO</A>, <a href=""https://watchdna.com/blogs/history/GUCCI"">GUCCI</A>, HABRING2, H. MOSER & CIE, LAURENT FERRIER, <a href=""https://watchdna.com/blogs/history/LONGINES"">LONGINES</A>, <a href=""https://watchdna.com/blogs/history/MONTBLANC"">MONTBLANC</A>, MORITZ GROSSMANN, <a href=""https://watchdna.com/blogs/history/MOVADO"">MOVADO</A>, <a href=""https://watchdna.com/blogs/history/ORIS"">ORIS</A>, PARMIGIANI FLEURIER, QLOCKTWO, <a href=""https://watchdna.com/blogs/history/SEIKO"">SEIKO</A>, SPEAKE MARIN, <a href=""https://watchdna.com/blogs/history/TAG-HEUER"">TAG HEUER</A>, <a href=""https://watchdna.com/blogs/history/ULYSSE-NARDIN"">ULYSSE NARDIN</A>, <a href=""https://watchdna.com/blogs/history/ZENITH"">ZENITH</A>,","","","",,"","","",,"","","",,"","","",,"","",""
barmakian-jewelers,BARMAKIAN JEWELERS,TRUE,333 Washington Street,"",2108,Boston,Massachusetts,USA,,,,,,,,,,,,BARMAKIAN JEWELERS,"",BARMAKIAN JEWELERS,"",42.3570839,-71.0593874,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/CHARRIOL"">CHARRIOL</A>","","","",,"","","",,"","","",,"","","",,"","",""
barrington-jewels,BARRINGTON JEWELS,TRUE,3916 East 82nd St,"",46240,Indianapolis,Indianapolis,USA,(+1) 317-598-1600,,,,,,,,,,,BARRINGTON JEWELS,"",BARRINGTON JEWELS,"",39.9090161,-86.1001512,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/JUNGHANS"">JUNGHANS</A>","","","",,"","","",,"","","",,"","","",,"","",""
bassano-jewelry,BASSANO JEWELRY,TRUE,952 3rd Avenue,"",10022,New York,New York,USA,(+1) 212-371-8060,bassanojewelry@verizon.net,,,,,,,,,,BASSANO JEWELRY,"",BASSANO JEWELRY,"",40.7604767,-73.9676461,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/UBOAT"">U-BOAT</A>","","","",,"","","",,"","","",,"","","",,"","",""
baxter-s-fine-jewelry,BAXTER'S FINE JEWELRY,TRUE,200 Jefferson Blvd,"",2888,Warwick,Rhode Island,USA,(+1) 401-739-8222,,,,,,,,,,,BAXTER'S FINE JEWELRY,"",BAXTER'S FINE JEWELRY,"",41.7418606,-71.4377712,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>","","","",,"","","",,"","","",,"","","",,"","",""
bayside-watch,BAYSIDE WATCH,TRUE,"4300 Meadows Lane, #2060","",89107,Las Vegas,Nevada,USA,(+1) 702-870-5608,,,,,,,,,,,BAYSIDE WATCH,"",BAYSIDE WATCH,"",36.1724734,-115.1965922,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/G-SHOCK"">G-SHOCK</A>","","","",,"","","",,"","","",,"","","",,"","",""
beach-cities-watch-company,BEACH CITIES WATCH COMPANY,TRUE,1815 Hawthorne Blvd. Suite #166,"",90278,Redondo Beach,California,USA,(+1) 310-370-1120,,,,,,,,,,,BEACH CITIES WATCH COMPANY,"",BEACH CITIES WATCH COMPANY,"",33.8717108,-118.3560566,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/JUNGHANS"">JUNGHANS</A>","","","",,"","","",,"","","",,"","","",,"","",""
bella-cosa,BELLA COSA,TRUE,"Kingery Highway, 7163 South","",60527,Willowbrook,Illinois,USA,(+1) 630-455-1234,sabrina@mybella.com,http://www.bellacosajewelers.com/?utm_source=Jewellers&utm_medium=referal,,,,,,,,,BELLA COSA,"",BELLA COSA,"",41.7588623,-87.9430809,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/FREDERIQUE-CONSTANT"">FREDERIQUE CONSTANT</A>","","","",,"","","",,"","","",,"","","",,"","",""
bella-cosa-jewelers,BELLA COSA JEWELERS,TRUE,"Wilmette Avenue, 1149","",60091,Wilmette,Illinois,USA,(+1) 847-251-5000,adam@mybella.com,https://www.bellacosajewelers.com/?utm_source=Jewellers&utm_medium=referal,,,,,,,,,BELLA COSA JEWELERS,"",BELLA COSA JEWELERS,"",42.0772399,-87.7060616,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/FREDERIQUE-CONSTANT"">FREDERIQUE CONSTANT</A>","","","",,"","","",,"","","",,"","","",,"","",""
ben-bridge-bellevue,BEN BRIDGE BELLEVUE,TRUE,143 Bellevue Square,"",98004,Bellevue,Washington,USA,(+1) 425-454-9227,,,,,,,,,,,BEN BRIDGE BELLEVUE,"",BEN BRIDGE BELLEVUE,"",47.6156773,-122.2042281,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/NORQAIN"">NORQAIN</A>","","","",,"","","",,"","","",,"","","",,"","",""
ben-bridge-denver,BEN BRIDGE DENVER,TRUE,505 Park Meadows Ctr Dr,"",80124,Lone Tree,Colorado,USA,(+1) 303-706-1814,,,,,,,,,,,BEN BRIDGE DENVER,"",BEN BRIDGE DENVER,"",39.5625581,-104.8726632,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/NORQAIN"">NORQAIN</A>","","","",,"","","",,"","","",,"","","",,"","",""
ben-bridge-jewelers,BEN BRIDGE JEWELERS,TRUE,"1300 West Sunset Road, Space 2621","",89014,Henderson,Nevada,USA,(+1) 702-456-8807,,,,,,,,,,,BEN BRIDGE JEWELERS,"",BEN BRIDGE JEWELERS,"",36.0670738,-115.0418226,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/G-SHOCK"">G-SHOCK</A>","","","",,"","","",,"","","",,"","","",,"","",""
ben-bridge-las-vegas,BEN BRIDGE LAS VEGAS,TRUE,3200 S Las Vegas Blvd #1490,"",89109,Las Vegas,Nevada,USA,(+1) 702-733-0003,,,,,,,,,,,BEN BRIDGE LAS VEGAS,"",BEN BRIDGE LAS VEGAS,"",36.1272444,-115.1721257,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/NORQAIN"">NORQAIN</A>","","","",,"","","",,"","","",,"","","",,"","",""
ben-bridge-timeworks-seattle,BEN BRIDGE TIMEWORKS SEATTLE,TRUE,2623 NE University Village St.,"",98105,Seattle,Washington,USA,(+1) 206-761-6620,,,,,,,,,,,BEN BRIDGE TIMEWORKS SEATTLE,"",BEN BRIDGE TIMEWORKS SEATTLE,"",47.6615079,-122.2988903,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/NORQAIN"">NORQAIN</A>","","","",,"","","",,"","","",,"","","",,"","",""
benari-jewelers,BENARI JEWELERS,TRUE,"100 Squire Drive, Suite 100","",19073,Newton Square,Pennsylvania,USA,(+1) 610-355-1800,,,,,,,,,,,BENARI JEWELERS,"",BENARI JEWELERS,"",39.9896475,-75.4040683,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>","","","",,"","","",,"","","",,"","","",,"","",""
bennion-jewelers,BENNION JEWELERS,TRUE,15 West South Temple,"",84101,Salt Lake City,Utah,USA,(+1) 801-364-3667,,,,,,,,,,,BENNION JEWELERS,"",BENNION JEWELERS,"",40.7691317,-111.8913732,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/NORQAIN"">NORQAIN</A>","","","",,"","","",,"","","",,"","","",,"","",""
berani-jewellery-design,BERANI JEWELLERY DESIGN,TRUE,"BAYVIEW SHOPPING CENTER, 2901 BAYVIEW AVE, UNIT #139A","",M2K 1E6,North York,Ontario,Canada,(+1) 416-227-9200,info@berani.ca,https://berani.ca/?utm_source=WatchDNA.com&utm_medium=Store+locator,,,,,,,,,BERANI JEWELLERY DESIGN,"",BERANI JEWELLERY DESIGN,"",43.7683693,-79.3852233,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>, <a href=""https://watchdna.com/blogs/history/CARTIER"">CARTIER</A>, <a href=""https://watchdna.com/blogs/history/BAUME-MERCIER"">BAUME ET MERCIER</A>, <a href=""https://watchdna.com/blogs/history/BLANCPAIN"">BLANCPAIN</A>, <a href=""https://watchdna.com/blogs/history/BREGUET"">BREGUET</A>, <a href=""https://watchdna.com/blogs/history/BREITLING"">BREITLING</A>, <a href=""https://watchdna.com/blogs/history/CHOPARD"">CHOPARD</A>, <a href=""https://watchdna.com/blogs/history/GUCCI"">GUCCI</A>, <a href=""https://watchdna.com/blogs/history/LONGINES"">LONGINES</A>, <a href=""https://watchdna.com/blogs/history/MONTBLANC"">MONTBLANC</A>, <a href=""https://watchdna.com/blogs/history/MOVADO"">MOVADO</A>, <a href=""https://watchdna.com/blogs/history/RADO"">RADO</A>, <a href=""https://watchdna.com/blogs/history/TAG-HEUER"">TAG HEUER</A>, <a href=""https://watchdna.com/blogs/history/TISSOT"">TISSOT</A>,","","","",,"","","",,"","","",,"","","",,"","",""
ber-jewelers,BERÉ JEWELERS,TRUE,5033 12th Ave North,"",32504,Pensacola,Florida,USA,(+1) 850-477-6818,,,,,,,,,,,BERÉ JEWELERS,"",BERÉ JEWELERS,"",30.4723829,-87.2010252,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/NORQAIN"">NORQAIN</A>","","","",,"","","",,"","","",,"","","",,"","",""
bernie-robbins-jewelers,BERNIE ROBBINS JEWELERS,TRUE,"Boardwalk, 1000","",8401,Atlantic City,New Jersey,USA,,,http://www.bernierobbins.com/?utm_source=Jewellers&utm_medium=referal,,,,,,,,,BERNIE ROBBINS JEWELERS,"",BERNIE ROBBINS JEWELERS,"",39.3599884,-74.4212353,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/FREDERIQUE-CONSTANT"">FREDERIQUE CONSTANT</A>","","","",,"","","",,"","","",,"","","",,"","",""
bernie-robbins-jewelers-2,BERNIE ROBBINS JEWELERS,TRUE,"New Road, 507","",8244,Somers Point,New Jersey,USA,,,http://www.bernierobbins.com/?utm_source=Jewellers&utm_medium=referal,,,,,,,,,BERNIE ROBBINS JEWELERS,"",BERNIE ROBBINS JEWELERS,"",39.3240817,-74.6011083,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/FREDERIQUE-CONSTANT"">FREDERIQUE CONSTANT</A>","","","",,"","","",,"","","",,"","","",,"","",""
bernie-robbins-jewelers-3,BERNIE ROBBINS JEWELERS,TRUE,"East Lancaster Avenue, 775","",19085,Villanova,Pennsylvania,USA,(+1) 610-971-2446,peter@bernierobbins.com,http://www.bernierobbins.com/?utm_source=Jewellers&utm_medium=referal,,,,,,,,,BERNIE ROBBINS JEWELERS,"",BERNIE ROBBINS JEWELERS,"",40.0363781,-75.3514041,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/FREDERIQUE-CONSTANT"">FREDERIQUE CONSTANT</A>","","","",,"","","",,"","","",,"","","",,"","",""
bernie-robbins-jewelers-4,BERNIE ROBBINS JEWELERS,TRUE,"North Sycamore Street, 200","",18940,Newtown,Pennsylvania,USA,,,http://www.bernierobbins.com/?utm_source=Jewellers&utm_medium=referal,,,,,,,,,BERNIE ROBBINS JEWELERS,"",BERNIE ROBBINS JEWELERS,"",40.2328688,-74.9381639,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/FREDERIQUE-CONSTANT"">FREDERIQUE CONSTANT</A>","","","",,"","","",,"","","",,"","","",,"","",""
bhindi-jewellers,BHINDI JEWELLERS,TRUE,2213 Galleria Way,"",91210,Glendale,California,USA,(+1) 818-243-8755,,,,,,,,,,,BHINDI JEWELLERS,"",BHINDI JEWELLERS,"",34.144751,-118.2581869,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>","","","",,"","","",,"","","",,"","","",,"","",""
bijouterie-b-serkos,BIJOUTERIE B. SERKOS,TRUE,400a boulevard cure-labelle,"",H7V 2S6,Laval,Quebec,Canada,(+1) 450-686-0026,info@bserkos.com,https://bserkos.com?utm_source=WatchDNA.com&utm_medium=Store+locator,,,,,,,,,BIJOUTERIE B. SERKOS,"",BIJOUTERIE B. SERKOS,"",45.5381779,-73.7366803,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/BULOVA"">BULOVA</A>, <a href=""https://watchdna.com/blogs/history/CITIZEN"">CITIZEN</A>, <a href=""https://watchdna.com/blogs/history/GRAND-SEIKO"">GRAND SEIKO</A>, <a href=""https://watchdna.com/blogs/history/G-SHOCK"">G-SHOCK</A>, <a href=""https://watchdna.com/blogs/history/HAMILTON"">HAMILTON</A>, <a href=""https://watchdna.com/blogs/history/ORIS"">ORIS</A>, <a href=""https://watchdna.com/blogs/history/RAYMOND-WEIL"">RAYMOND WEIL</A>, <a href=""https://watchdna.com/blogs/history/SEIKO"">SEIKO</A>, <a href=""https://watchdna.com/blogs/history/TISSOT"">TISSOT</A>, <a href=""https://watchdna.com/blogs/history/UBOAT"">U-BOAT</A>, <a href=""https://watchdna.com/blogs/history/VICTORINOX"">VICTORINOX</A>,","","","",,"","","",,"","","",,"","","",,"","",""
bijouterie-dominic-ltd,BIJOUTERIE DOMINIC LTD,TRUE,6810 Boul. St. Laurent,"",H2S 3C7,Montreal,Quebec,Canada,(+1) 514-274-8015,sales@bijouteriedominic.com,https://www.bijouteriedominic.com/?utm_source=WatchDNA.com&utm_medium=Store+locator,,,,,,,,,BIJOUTERIE DOMINIC LTD,"",BIJOUTERIE DOMINIC LTD,"",45.5325556,-73.613913,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>, <a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>, <a href=""https://watchdna.com/blogs/history/LONGINES"">LONGINES</A>, <a href=""https://watchdna.com/blogs/history/MONTBLANC"">MONTBLANC</A>, <a href=""https://watchdna.com/blogs/history/NOMOS-GLASHUTTE"">NOMOS GLASHUTTE</A>, <a href=""https://watchdna.com/blogs/history/RADO"">RADO</A>, <a href=""https://watchdna.com/blogs/history/TISSOT"">TISSOT</A>, <a href=""https://watchdna.com/blogs/history/UBOAT"">U-BOAT</A>, <a href=""https://watchdna.com/blogs/history/ZENITH"">ZENITH</A>,","","","",,"","","",,"","","",,"","","",,"","",""
bijouterie-f-assaleh,BIJOUTERIE F. ASSALEH,TRUE,479 Saint-Catherine St W,"",H3B 1B1,Montreal,Quebec,Canada,(+1) 514-843-5364,boutique@bijouteriefassaleh.com,https://www.bijouteriefassaleh.com/?utm_source=WatchDNA.com&utm_medium=Store+locator,,,,,,,,,BIJOUTERIE F. ASSALEH,"",BIJOUTERIE F. ASSALEH,"",45.5049753,-73.5684628,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/CITIZEN"">CITIZEN</A>, <a href=""https://watchdna.com/blogs/history/HAMILTON"">HAMILTON</A>, <a href=""https://watchdna.com/blogs/history/MIDO"">MIDO</A>, <a href=""https://watchdna.com/blogs/history/SEIKO"">SEIKO</A>, <a href=""https://watchdna.com/blogs/history/TISSOT"">TISSOT</A>,","","","",,"","","",,"","","",,"","","",,"","",""
bijouterie-italienne,BIJOUTERIE ITALIENNE,TRUE,192 rue St-Zotique E.,"",H2S 1K8,Montreal,Quebec,Canada,(+1) 514-279-5585,info@bijouterieitalienne.com,https://bijouterieitalienne.com/en/?utm_source=WatchDNA&utm_medium=Store+locator,https://cdn.shopify.com/s/files/1/0755/6235/2943/files/Bijouterie_Italienne.webp?v=1724015298,,,,,,,,BIJOUTERIE ITALIENNE,"",BIJOUTERIE ITALIENNE,"",45.53331,-73.6101942,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>, <a href=""https://watchdna.com/blogs/history/TUDOR"">TUDOR</A>, <a href=""https://watchdna.com/blogs/history/BAUME-MERCIER"">BAUME & MERCIER</A>,  <a href=""https://watchdna.com/blogs/history/FREDERIQUE-CONSTANT"">FREDERIQUE CONSTANT</A>,  <a href=""https://watchdna.com/blogs/history/GRAND-SEIKO"">GRAND SEIKO</A>,  <a href=""https://watchdna.com/blogs/history/GUCCI"">GUCCI</A>,  <a href=""https://watchdna.com/blogs/history/HAMILTON"">HAMILTON</A>, <a href=""https://watchdna.com/blogs/history/TAG-HEUER"">TAG HEUER</A>,  <a href=""https://watchdna.com/blogs/history/TISSOT"">TISSOT</A>,","","","",,"","","",,"","","",,"","","",,"","",""
bijouterie-les-chemins-d-or,BIJOUTERIE LES CHEMINS D’OR,TRUE,5875 jean-talon est.,"",H1S0B2,Montreal,Quebec,Canada,(+1) 514-254-0761,info@lescheminsdor.ca,http://lescheminsdor.ca?utm_source=WatchDNA.com&utm_medium=Store+locator,,,,,,,,,BIJOUTERIE LES CHEMINS D’OR,"",BIJOUTERIE LES CHEMINS D’OR,"",45.5859211,-73.5799481,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/BOSS"">BOSS</A>, <a href=""https://watchdna.com/blogs/history/COACH"">COACH</A>, <a href=""https://watchdna.com/blogs/history/DIESEL"">DIESEL</A>, <a href=""https://watchdna.com/blogs/history/GUCCI"">GUCCI</A>, <a href=""https://watchdna.com/blogs/history/HAMILTON"">HAMILTON</A>, <a href=""https://watchdna.com/blogs/history/MONTBLANC"">MONTBLANC</A>, <a href=""https://watchdna.com/blogs/history/ORIS"">ORIS</A>, <a href=""https://watchdna.com/blogs/history/TISSOT"">TISSOT</A>, <a href=""https://watchdna.com/blogs/history/UBOAT"">U-BOAT</A>,","","","",,"","","",,"","","",,"","","",,"","",""
bijouterie-monaco-bayshore,BIJOUTERIE MONACO - BAYSHORE,TRUE,Bayshore Shopping Centre - 100 Bayshore Dr c16,"",K2B 8C1,Nepean,Ontario,Canada,(+1) 613-416-1516,info@lamaisonmonaco.com,https://www.lamaisonmonaco.com?utm_source=WatchDNA.com&utm_medium=Store+locator,https://cdn.shopify.com/s/files/1/0755/6235/2943/files/Bijouterie_Monaco_-_Bayshore.webp?v=1712630609,,,,,,,,BIJOUTERIE MONACO - BAYSHORE,"Welcome to La Maison Monaco, where luxury and timeless style meet. Our curated collection of exceptional timepieces and jewelry embodies sophistication and elegance. With every purchase, rest assured of unparalleled service, care, and hospitality, ensuring every client receives the highest level of attention and care. Discover the world of La Maison Monaco and indulge in the finest craftsmanship and exceptional service.",BIJOUTERIE MONACO - BAYSHORE,"Welcome to La Maison Monaco, where luxury and timeless style meet. Our curated collection of exceptional timepieces and jewelry embodies sophistication and elegance. With every purchase, rest assured of unparalleled service, care, and hospitality, ensuring every client receives the highest level of attention and care. Discover the world of La Maison Monaco and indulge in the finest craftsmanship and exceptional service.",45.3476307,-75.8056005,1,"","","","","","","","","","CITIZEN, G-SHOCK, GUCCI, HAMILTON, LONGINES, ORIS, RADO, SEIKO, SWATCH, TISSOT","<a href=""https://watchdna.com/blogs/history/CITIZEN"">CITIZEN</A>, <a href=""https://watchdna.com/blogs/history/G-SHOCK"">G-SHOCK</A>, <a href=""https://watchdna.com/blogs/history/GUCCI"">GUCCI</A>, <a href=""https://watchdna.com/blogs/history/HAMILTON"">HAMILTON</A>, <a href=""https://watchdna.com/blogs/history/LONGINES"">LONGINES</A>, <a href=""https://watchdna.com/blogs/history/ORIS"">ORIS</A>, <a href=""https://watchdna.com/blogs/history/RADO"">RADO</A>, <a href=""https://watchdna.com/blogs/history/SEIKO"">SEIKO</A>, <a href=""https://watchdna.com/blogs/history/SWATCH"">SWATCH</A>, <a href=""https://watchdna.com/blogs/history/TISSOT"">TISSOT</A>","","","",Instagram,"","","",https://www.instagram.com/lamaisonmonaco/,"","","",,"","","",,"","",""
bijouterie-monaco-carrefour-du-nord,BIJOUTERIE MONACO - CARREFOUR DU NORD,TRUE,900 Bd Grignon,"",J7Y 3S7,Saint-Jérôme,Quebec,Canada,(+1) 450-569-3367,info@lamaisonmonaco.com,https://www.lamaisonmonaco.com?utm_source=WatchDNA.com&utm_medium=Store+locator,https://cdn.shopify.com/s/files/1/0755/6235/2943/files/Bijouterie_Monaco_-_Carrefour_du_Nord.webp?v=1712631036,,,,,,,,BIJOUTERIE MONACO - CARREFOUR DU NORD,"Welcome to La Maison Monaco, where luxury and timeless style meet. Our curated collection of exceptional timepieces and jewelry embodies sophistication and elegance. With every purchase, rest assured of unparalleled service, care, and hospitality, ensuring every client receives the highest level of attention and care. Discover the world of La Maison Monaco and indulge in the finest craftsmanship and exceptional service.",BIJOUTERIE MONACO - CARREFOUR DU NORD,"Welcome to La Maison Monaco, where luxury and timeless style meet. Our curated collection of exceptional timepieces and jewelry embodies sophistication and elegance. With every purchase, rest assured of unparalleled service, care, and hospitality, ensuring every client receives the highest level of attention and care. Discover the world of La Maison Monaco and indulge in the finest craftsmanship and exceptional service.",45.7949079,-74.0189504,1,"","","","","","","","","","CITIZEN, SWATCH, TISSOT, BULOVA","<a href=""https://watchdna.com/blogs/history/BULOVA"">BULOVA</A>, <a href=""https://watchdna.com/blogs/history/CITIZEN"">CITIZEN</A>, <a href=""https://watchdna.com/blogs/history/SWATCH"">SWATCH</A>, <a href=""https://watchdna.com/blogs/history/TISSOT"">TISSOT</A>","","","",Instagram,"","","",https://www.instagram.com/lamaisonmonaco/,"","","",,"","","",,"","",""
bijouterie-most,BIJOUTERIE MOST,TRUE,1197 rue st-jean,"",G1R1S3,Quebec,Quebec,Canada,(+1) 418-692-4546,info@mostbijoux.com,http://www.mostbijoux.com/?utm_source=WatchDNA.com&utm_medium=Store+locator,,,,,,,,,BIJOUTERIE MOST,"",BIJOUTERIE MOST,"",46.8143504,-71.2091176,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/HAMILTON"">HAMILTON</A>, <a href=""https://watchdna.com/blogs/history/ORIS"">ORIS</A>, <a href=""https://watchdna.com/blogs/history/SWATCH"">SWATCH</A>, <a href=""https://watchdna.com/blogs/history/TISSOT"">TISSOT</A>,","","","",,"","","",,"","","",,"","","",,"","",""
bijouterie-orly-carrefour-laval,BIJOUTERIE ORLY - CARREFOUR LAVAL,TRUE,Carrefour Laval - 3035 boulevard le carrefour local,"",H7T 1C8,Laval,Quebec,Canada,(+1) 450-686-0077,info@orlyjewellers.com,https://orlyjewellers.com/?utm_source=WatchDNA.com&utm_medium=referral&utm_content=laval,https://cdn.shopify.com/s/files/1/0755/6235/2943/files/Orly-jewelry-by-IDX-Design-COM-Quebec-Canada.jpg?v=1715795546,,,,,,,,BIJOUTERIE ORLY - CARREFOUR LAVAL,"Welcome to ORLY Jewellers, a family owned jewelry and Swiss watches retail store founded in 1999. We are a high-end boutique that is committed to providing our customers with the most exquisite and luxurious jewelry and watches from renowned brands around the world.

As a family owned business, we pride ourselves on offering a personalized and attentive service to each and every customer. Our team of knowledgeable and experienced staff are dedicated to helping you find the perfect piece of jewelry or watch that suits your unique style and taste.

At ORLY Jewellers, we understand the significance of jewelry and watches in people's lives, and that's why we only offer the finest quality pieces that are both timeless and contemporary. Our collection is carefully curated to reflect the latest trends in the industry, while also featuring classic designs that will stand the test of time.

In addition to our wide selection of jewelry and watches, we also offer expert repair services and appraisals to ensure that your cherished pieces remain in top condition. We take great pride in our craftsmanship and attention to detail, and strive to provide a level of service that exceeds our customers' expectations.

We invite you to visit our store and experience the luxury and elegance that ORLY Jewellers has to offer. Whether you are looking for a special occasion piece or a cherished gift for a loved one, we are confident that our collection will inspire and delight you. Thank you for choosing ORLY Jewellers, we look forward to serving you.",BIJOUTERIE ORLY - CARREFOUR LAVAL,"Welcome to ORLY Jewellers, a family owned jewelry and Swiss watches retail store founded in 1999. We are a high-end boutique that is committed to providing our customers with the most exquisite and luxurious jewelry and watches from renowned brands around the world.

As a family owned business, we pride ourselves on offering a personalized and attentive service to each and every customer. Our team of knowledgeable and experienced staff are dedicated to helping you find the perfect piece of jewelry or watch that suits your unique style and taste.

At ORLY Jewellers, we understand the significance of jewelry and watches in people's lives, and that's why we only offer the finest quality pieces that are both timeless and contemporary. Our collection is carefully curated to reflect the latest trends in the industry, while also featuring classic designs that will stand the test of time.

In addition to our wide selection of jewelry and watches, we also offer expert repair services and appraisals to ensure that your cherished pieces remain in top condition. We take great pride in our craftsmanship and attention to detail, and strive to provide a level of service that exceeds our customers' expectations.

We invite you to visit our store and experience the luxury and elegance that ORLY Jewellers has to offer. Whether you are looking for a special occasion piece or a cherished gift for a loved one, we are confident that our collection will inspire and delight you. Thank you for choosing ORLY Jewellers, we look forward to serving you.",45.568081,-73.7518952,1,"","","","","","","","","","HAMILTON, TISSOT, TAG HEUER","<a href=""https://watchdna.com/blogs/history/HAMILTON"">HAMILTON</A>, <a href=""https://watchdna.com/blogs/history/TAG-HEUER"">TAG-HEUER</A>, <a href=""https://watchdna.com/blogs/history/TISSOT"">TISSOT</A>","","","",Instagram,"","","",https://www.instagram.com/orlyjewellers/,"","","",,"","","",,"","",""
